Input Query: An Extended Outbreak of Infectious Peritonitis in a Closed Colony of European Wildcats (Fells silvestris)
topicNo score[0] rank_counter score[1] 
None 0b5766df080c50aa5aa947e28e17af647c6700e8 50 0.11810424394941739 
None 0a29d54d90d636472416f889c10f12062425bc76 51 0.11810424394941739 
None 0b1169ce2ade4c99af8c18a64787708ae014cf1b 52 0.11810424394941739 
None 0b8d789e2116efa9e813dd4763020174f3f26968 53 0.11810424394941738 
None 0bed614165ea5e8b2665c8914882923858293b1f 54 0.11810424394941738 
None 0b7e8eee1a131b49e7a3d3cb7bd1d38c940efcd0 55 0.11810424394941738 
None 00a00d0edc750db4a0c299dd1ec0c6871f5a4f24 56 0.11810424394941738 
None 0a0147800d4984f382f5ccb44abb6af6fdf65399 57 0.11810424394941738 
None 0ad93a12dda6aba8b62f2108fa4dd0b25c1337ea 58 0.11810424394941736 
None 00adbbcc70c39794b7d91a479943c84cc33db30a 59 0.10283993749161081 
None 0a64b2c55fc2091358da4f83ac6fdc7701ddb46e 60 0.0820208056345664 
None 0bf39c12d7c4576441079e2e758ec1eacfe015d1 61 0.0820208056345664 
None 0ac431a9a48289831c825c2b30f48bdf7f548995 62 0.0820208056345664 
None 0bee52e6477404d2aed60b9ae06ac53bf92660de 63 0.0820208056345664 
None 0a6d27149c1fc958d4f6a598cc165a7cb0ee0185 64 0.0820208056345664 
None 0ad7e174f73e58184845bd1291c97fe2d2da2195 65 0.08202080563456639 
None 0adc0c7498f0ebbb3c8f1c662da34605d5f91fe2 66 0.08202080563456639 
None 0bc315d2fd406be6d572c343f3ec3bbc54686f8b 67 0.08202080563456639 
None 0b7076698224d07cc053c470edb5331625d33af9 68 0.08202080563456639 
None 0bda3352e1f43085c1c1b2595b2bb3b57f1e24eb 69 0.08202080563456639 
None 0aa9c6e5d23acccfae9077750071e2768bdeefe6 70 0.08202080563456639 
None 0a23247c10fffc2f925c2ddee2451c552286d89b 71 0.08202080563456639 
None 0a39190987452f902263cff390b8d2e46b98402c 72 0.08202080563456639 
None 0a4f344f96d5a21e3d0f33e199983738c37a1631 73 0.08202080563456639 
